order_id,order_date,hub,courier_partner,distance_km,order_value_inr,promised_delivery_date,actual_delivery_date,delay_days,is_late,order_weekday,order_month
ORD105743,2024-02-28,Hub_E_Chennai,SpeedX,246.2,1180.54,2024-03-02,2024-03-02,0,0,Wednesday,February
ORD105744,2024-04-14,Hub_E_Chennai,SpeedX,206.9,1885.5,2024-04-17,2024-04-17,0,0,Sunday,April
ORD105745,2024-10-03,Hub_A_Mumbai,SpeedX,132.6,211.25,2024-10-06,2024-10-10,4,1,Thursday,October
ORD105746,2024-12-16,Hub_D_Kolkata,SwiftGo,236.4,127.05,2024-12-19,2024-12-19,0,0,Monday,December
ORD105747,2024-09-25,Hub_D_Kolkata,SpeedX,63.4,201.18,2024-09-28,2024-10-02,4,1,Wednesday,September
ORD105748,2024-03-31,Hub_A_Mumbai,SwiftGo,120.7,681.41,2024-04-03,2024-04-02,-1,0,Sunday,March
ORD105749,2024-05-27,Hub_E_Chennai,SpeedX,157.5,710.96,2024-05-30,2024-05-30,0,0,Monday,May
ORD105750,2024-07-16,Hub_D_Kolkata,SwiftGo,142.6,1832.05,2024-07-19,2024-07-22,3,1,Tuesday,July
ORD105751,2024-09-20,Hub_C_Delhi,ExpressLine,106.4,1427.48,2024-09-23,2024-09-25,2,1,Friday,September
ORD105752,2024-12-01,Hub_A_Mumbai,QuickDrop,293.5,185.87,2024-12-04,2024-12-04,0,0,Sunday,December
ORD105753,2024-01-12,Hub_A_Mumbai,ExpressLine,506.0,1244.59,2024-01-16,2024-01-16,0,0,Friday,January
ORD105754,2024-08-18,Hub_C_Delhi,SpeedX,156.4,1501.95,2024-08-21,2024-08-21,0,0,Sunday,August
ORD105755,2024-03-18,Hub_D_Kolkata,SwiftGo,580.4,265.39,2024-03-22,2024-03-27,5,1,Monday,March
ORD105756,2024-07-29,Hub_D_Kolkata,QuickDrop,515.6,80.95,2024-08-02,2024-08-02,0,0,Monday,July
ORD105757,2024-05-11,Hub_B_Bangalore,SpeedX,257.7,919.4,2024-05-14,2024-05-14,0,0,Saturday,May
ORD105758,2024-09-10,Hub_C_Delhi,SwiftGo,63.5,574.01,2024-09-13,2024-09-13,0,0,Tuesday,September
ORD105759,2024-04-21,Hub_A_Mumbai,QuickDrop,582.5,2069.95,2024-04-25,2024-04-26,1,1,Sunday,April
ORD105760,2024-05-06,Hub_D_Kolkata,SpeedX,243.0,1093.82,2024-05-09,2024-05-11,2,1,Monday,May
ORD105761,2024-12-17,Hub_E_Chennai,ExpressLine,103.8,1278.06,2024-12-20,2024-12-20,0,0,Tuesday,December
ORD105762,2024-10-24,Hub_E_Chennai,ExpressLine,137.0,363.14,2024-10-27,2024-10-27,0,0,Thursday,October
ORD105763,2024-09-14,Hub_D_Kolkata,SpeedX,224.7,1345.4,2024-09-17,2024-09-19,2,1,Saturday,September
ORD105764,2024-08-23,Hub_D_Kolkata,ExpressLine,204.2,963.17,2024-08-26,2024-08-30,4,1,Friday,August
ORD105765,2024-02-06,Hub_D_Kolkata,SwiftGo,436.1,414.85,2024-02-10,2024-02-09,-1,0,Tuesday,February
ORD105766,2024-09-11,Hub_D_Kolkata,ExpressLine,88.2,1257.19,2024-09-14,2024-09-14,0,0,Wednesday,September
ORD105767,2024-05-24,Hub_B_Bangalore,ExpressLine,82.1,112.19,2024-05-27,2024-05-26,-1,0,Friday,May
ORD105768,2024-10-26,Hub_B_Bangalore,SpeedX,94.5,841.55,2024-10-29,2024-10-29,0,0,Saturday,October
ORD105769,2024-02-23,Hub_E_Chennai,ExpressLine,408.9,496.28,2024-02-27,2024-02-27,0,0,Friday,February
ORD105770,2024-03-27,Hub_E_Chennai,SpeedX,70.8,1100.69,2024-03-30,2024-03-30,0,0,Wednesday,March
ORD105771,2024-10-13,Hub_A_Mumbai,ExpressLine,45.4,976.1,2024-10-16,2024-10-16,0,0,Sunday,October
ORD105772,2024-10-28,Hub_E_Chennai,ExpressLine,167.9,1662.2,2024-10-31,2024-11-03,3,1,Monday,October
ORD105773,2024-01-03,Hub_D_Kolkata,QuickDrop,261.8,786.54,2024-01-06,2024-01-05,-1,0,Wednesday,January
ORD105774,2024-07-28,Hub_C_Delhi,SwiftGo,392.2,674.97,2024-07-31,2024-07-30,-1,0,Sunday,July
ORD105775,2024-01-09,Hub_E_Chennai,ExpressLine,320.0,873.45,2024-01-12,2024-01-12,0,0,Tuesday,January
ORD105776,2024-02-19,Hub_B_Bangalore,SwiftGo,170.0,533.69,2024-02-22,2024-02-25,3,1,Monday,February
ORD105777,2024-02-14,Hub_C_Delhi,SwiftGo,93.2,1088.16,2024-02-17,2024-02-21,4,1,Wednesday,February
ORD105778,2024-04-18,Hub_B_Bangalore,SpeedX,681.9,614.28,2024-04-22,2024-04-21,-1,0,Thursday,April
ORD105779,2024-03-02,Hub_A_Mumbai,SpeedX,40.7,699.71,2024-03-05,2024-03-06,1,1,Saturday,March
ORD105780,2024-06-03,Hub_E_Chennai,SpeedX,149.9,1992.7,2024-06-06,2024-06-06,0,0,Monday,June
ORD105781,2024-08-18,Hub_E_Chennai,ExpressLine,17.6,627.99,2024-08-21,2024-08-23,2,1,Sunday,August
ORD105782,2024-09-20,Hub_A_Mumbai,ExpressLine,127.3,2415.81,2024-09-23,2024-09-24,1,1,Friday,September
ORD105783,2024-08-10,Hub_A_Mumbai,SpeedX,555.9,1200.11,2024-08-14,2024-08-15,1,1,Saturday,August
ORD105784,2024-05-17,Hub_E_Chennai,SpeedX,81.6,858.5,2024-05-20,2024-05-20,0,0,Friday,May
ORD105785,2024-06-03,Hub_A_Mumbai,SpeedX,186.6,146.01,2024-06-06,2024-06-06,0,0,Monday,June
ORD105786,2024-03-29,Hub_A_Mumbai,SpeedX,65.7,1767.76,2024-04-01,2024-04-01,0,0,Friday,March
ORD105787,2024-02-10,Hub_D_Kolkata,QuickDrop,47.5,1365.15,2024-02-13,2024-02-12,-1,0,Saturday,February
ORD105788,2024-02-15,Hub_C_Delhi,QuickDrop,57.9,431.91,2024-02-18,2024-02-18,0,0,Thursday,February
ORD105789,2024-08-13,Hub_E_Chennai,QuickDrop,217.0,67.26,2024-08-16,2024-08-16,0,0,Tuesday,August
ORD105790,2024-10-29,Hub_C_Delhi,ExpressLine,165.3,369.63,2024-11-01,2024-11-03,2,1,Tuesday,October
ORD105791,2024-01-13,Hub_D_Kolkata,QuickDrop,218.4,716.36,2024-01-16,2024-01-16,0,0,Saturday,January
ORD105792,2024-07-24,Hub_E_Chennai,QuickDrop,192.3,57.72,2024-07-27,2024-07-27,0,0,Wednesday,July
ORD105793,2024-01-25,Hub_C_Delhi,SwiftGo,343.0,370.56,2024-01-28,2024-01-27,-1,0,Thursday,January
ORD105794,2024-10-01,Hub_B_Bangalore,QuickDrop,73.5,39.49,2024-10-04,2024-10-04,0,0,Tuesday,October
ORD105795,2024-06-22,Hub_E_Chennai,QuickDrop,469.0,1232.67,2024-06-26,2024-06-26,0,0,Saturday,June
ORD105796,2024-01-24,Hub_D_Kolkata,SpeedX,331.9,1974.76,2024-01-27,2024-01-27,0,0,Wednesday,January
ORD105797,2024-01-16,Hub_A_Mumbai,SpeedX,342.0,1065.72,2024-01-19,2024-01-19,0,0,Tuesday,January
ORD105798,2024-07-25,Hub_E_Chennai,SwiftGo,284.2,972.31,2024-07-28,2024-07-28,0,0,Thursday,July
ORD105799,2024-05-27,Hub_B_Bangalore,SpeedX,153.0,8.5,2024-05-30,2024-05-30,0,0,Monday,May
ORD105800,2024-06-24,Hub_B_Bangalore,QuickDrop,18.6,1535.45,2024-06-27,2024-06-30,3,1,Monday,June
ORD105801,2024-04-19,Hub_D_Kolkata,SpeedX,385.9,657.02,2024-04-22,2024-04-22,0,0,Friday,April
ORD105802,2024-03-22,Hub_E_Chennai,SpeedX,208.6,1013.68,2024-03-25,2024-03-27,2,1,Friday,March
ORD105803,2024-10-03,Hub_E_Chennai,SpeedX,156.0,455.28,2024-10-06,2024-10-06,0,0,Thursday,October
ORD105804,2024-03-18,Hub_A_Mumbai,SpeedX,300.5,375.68,2024-03-21,2024-03-21,0,0,Monday,March
ORD105805,2024-10-29,Hub_D_Kolkata,SpeedX,203.2,992.98,2024-11-01,2024-11-04,3,1,Tuesday,October
ORD105806,2024-07-20,Hub_A_Mumbai,QuickDrop,461.1,363.59,2024-07-24,2024-07-26,2,1,Saturday,July
ORD105807,2024-05-06,Hub_C_Delhi,ExpressLine,95.5,498.83,2024-05-09,2024-05-10,1,1,Monday,May
ORD105808,2024-04-03,Hub_A_Mumbai,ExpressLine,208.8,1002.89,2024-04-06,2024-04-06,0,0,Wednesday,April
ORD105809,2024-08-13,Hub_D_Kolkata,SpeedX,173.2,581.28,2024-08-16,2024-08-18,2,1,Tuesday,August
ORD105810,2024-08-01,Hub_E_Chennai,QuickDrop,170.5,608.68,2024-08-04,2024-08-04,0,0,Thursday,August
ORD105811,2024-12-07,Hub_C_Delhi,SpeedX,208.4,1139.9,2024-12-10,2024-12-09,-1,0,Saturday,December
ORD105812,2024-03-22,Hub_C_Delhi,QuickDrop,123.1,1043.47,2024-03-25,2024-03-26,1,1,Friday,March
ORD105813,2024-06-18,Hub_C_Delhi,SpeedX,264.8,2031.85,2024-06-21,2024-06-21,0,0,Tuesday,June
ORD105814,2024-07-27,Hub_B_Bangalore,QuickDrop,108.6,849.92,2024-07-30,2024-07-30,0,0,Saturday,July
ORD105815,2024-04-08,Hub_C_Delhi,SwiftGo,264.4,1098.86,2024-04-11,2024-04-10,-1,0,Monday,April
ORD105816,2024-05-22,Hub_C_Delhi,ExpressLine,160.1,1411.73,2024-05-25,2024-05-25,0,0,Wednesday,May
ORD105817,2024-03-23,Hub_A_Mumbai,QuickDrop,153.8,2445.18,2024-03-26,2024-03-26,0,0,Saturday,March
ORD105818,2024-11-06,Hub_E_Chennai,ExpressLine,288.0,1017.69,2024-11-09,2024-11-10,1,1,Wednesday,November
ORD105819,2024-01-01,Hub_C_Delhi,SpeedX,216.1,366.51,2024-01-04,2024-01-04,0,0,Monday,January
ORD105820,2024-09-30,Hub_A_Mumbai,ExpressLine,103.6,714.16,2024-10-03,2024-10-03,0,0,Monday,September
ORD105821,2024-05-22,Hub_A_Mumbai,SpeedX,197.9,1684.33,2024-05-25,2024-05-24,-1,0,Wednesday,May
ORD105822,2024-06-29,Hub_E_Chennai,SwiftGo,98.0,507.17,2024-07-02,2024-07-02,0,0,Saturday,June
ORD105823,2024-06-18,Hub_B_Bangalore,ExpressLine,116.0,96.31,2024-06-21,2024-06-21,0,0,Tuesday,June
ORD105824,2024-09-28,Hub_A_Mumbai,ExpressLine,82.8,1358.78,2024-10-01,2024-10-02,1,1,Saturday,September
ORD105825,2024-10-01,Hub_C_Delhi,QuickDrop,80.9,934.05,2024-10-04,2024-10-04,0,0,Tuesday,October
ORD105826,2024-02-29,Hub_E_Chennai,SpeedX,213.0,1106.45,2024-03-03,2024-03-02,-1,0,Thursday,February
ORD105827,2024-06-13,Hub_C_Delhi,ExpressLine,225.1,1838.5,2024-06-16,2024-06-16,0,0,Thursday,June
ORD105828,2024-03-18,Hub_E_Chennai,QuickDrop,63.8,589.35,2024-03-21,2024-03-21,0,0,Monday,March
ORD105829,2024-10-05,Hub_B_Bangalore,ExpressLine,92.6,324.44,2024-10-08,2024-10-08,0,0,Saturday,October
ORD105830,2024-03-04,Hub_E_Chennai,QuickDrop,169.9,803.13,2024-03-07,2024-03-07,0,0,Monday,March
ORD105831,2024-01-26,Hub_C_Delhi,QuickDrop,189.8,1002.15,2024-01-29,2024-01-31,2,1,Friday,January
ORD105832,2024-06-15,Hub_E_Chennai,ExpressLine,303.7,547.62,2024-06-18,2024-06-18,0,0,Saturday,June
ORD105833,2024-01-07,Hub_E_Chennai,ExpressLine,104.5,159.69,2024-01-10,2024-01-10,0,0,Sunday,January
ORD105834,2024-09-14,Hub_E_Chennai,ExpressLine,28.4,130.46,2024-09-17,2024-09-17,0,0,Saturday,September
ORD105835,2024-04-05,Hub_E_Chennai,ExpressLine,243.0,405.12,2024-04-08,2024-04-11,3,1,Friday,April
ORD105836,2024-01-07,Hub_B_Bangalore,ExpressLine,215.0,1121.79,2024-01-10,2024-01-10,0,0,Sunday,January
ORD105837,2024-01-23,Hub_E_Chennai,ExpressLine,115.7,1170.6,2024-01-26,2024-01-26,0,0,Tuesday,January
ORD105838,2024-04-05,Hub_D_Kolkata,SpeedX,254.5,2390.91,2024-04-08,2024-04-08,0,0,Friday,April
ORD105839,2024-05-21,Hub_B_Bangalore,ExpressLine,40.3,1542.85,2024-05-24,2024-05-24,0,0,Tuesday,May
ORD105840,2024-12-10,Hub_B_Bangalore,SpeedX,116.7,440.16,2024-12-13,2024-12-13,0,0,Tuesday,December
ORD105841,2024-01-01,Hub_D_Kolkata,QuickDrop,249.1,158.83,2024-01-04,2024-01-04,0,0,Monday,January
ORD105842,2024-09-04,Hub_B_Bangalore,SwiftGo,128.8,1723.19,2024-09-07,2024-09-07,0,0,Wednesday,September
ORD105843,2024-02-03,Hub_E_Chennai,SpeedX,174.7,587.23,2024-02-06,2024-02-05,-1,0,Saturday,February
ORD105844,2024-03-31,Hub_C_Delhi,ExpressLine,127.5,1097.09,2024-04-03,2024-04-03,0,0,Sunday,March
ORD105845,2024-09-02,Hub_A_Mumbai,SpeedX,237.1,506.26,2024-09-05,2024-09-05,0,0,Monday,September
ORD105846,2024-02-18,Hub_C_Delhi,ExpressLine,522.9,1464.88,2024-02-22,2024-02-26,4,1,Sunday,February
ORD105847,2024-01-20,Hub_B_Bangalore,QuickDrop,324.9,1165.51,2024-01-23,2024-01-26,3,1,Saturday,January
ORD105848,2024-06-04,Hub_B_Bangalore,ExpressLine,208.2,1425.39,2024-06-07,2024-06-07,0,0,Tuesday,June
ORD105849,2024-03-24,Hub_B_Bangalore,QuickDrop,369.1,506.98,2024-03-27,2024-03-27,0,0,Sunday,March
ORD105850,2024-09-24,Hub_B_Bangalore,ExpressLine,103.0,70.67,2024-09-27,2024-09-27,0,0,Tuesday,September
ORD105851,2024-01-04,Hub_D_Kolkata,ExpressLine,447.6,1938.68,2024-01-08,2024-01-10,2,1,Thursday,January
ORD105852,2024-05-11,Hub_B_Bangalore,QuickDrop,179.8,1144.86,2024-05-14,2024-05-14,0,0,Saturday,May
ORD105853,2024-12-15,Hub_E_Chennai,QuickDrop,88.9,1173.15,2024-12-18,2024-12-18,0,0,Sunday,December
ORD105854,2024-02-16,Hub_B_Bangalore,QuickDrop,57.5,592.01,2024-02-19,2024-02-19,0,0,Friday,February
ORD105855,2024-06-19,Hub_B_Bangalore,ExpressLine,124.5,1052.78,2024-06-22,2024-06-22,0,0,Wednesday,June
ORD105856,2024-01-23,Hub_B_Bangalore,QuickDrop,225.2,1363.18,2024-01-26,2024-01-28,2,1,Tuesday,January
ORD105857,2024-01-17,Hub_D_Kolkata,QuickDrop,197.4,241.21,2024-01-20,2024-01-20,0,0,Wednesday,January
ORD105858,2024-01-09,Hub_C_Delhi,ExpressLine,332.6,1854.28,2024-01-12,2024-01-11,-1,0,Tuesday,January
ORD105859,2024-02-28,Hub_B_Bangalore,QuickDrop,261.1,547.24,2024-03-02,2024-03-02,0,0,Wednesday,February
ORD105860,2024-04-05,Hub_C_Delhi,SpeedX,47.4,526.13,2024-04-08,2024-04-08,0,0,Friday,April
ORD105861,2024-10-19,Hub_B_Bangalore,SpeedX,289.9,1172.1,2024-10-22,2024-10-25,3,1,Saturday,October
ORD105862,2024-08-12,Hub_C_Delhi,SpeedX,314.6,1196.97,2024-08-15,2024-08-15,0,0,Monday,August
ORD105863,2024-09-05,Hub_D_Kolkata,QuickDrop,87.1,524.19,2024-09-08,2024-09-08,0,0,Thursday,September
ORD105864,2024-01-26,Hub_E_Chennai,ExpressLine,88.6,4438.4,2024-01-29,2024-02-02,4,1,Friday,January
ORD105865,2024-04-11,Hub_D_Kolkata,SpeedX,496.7,883.1,2024-04-15,2024-04-15,0,0,Thursday,April
ORD105866,2024-06-01,Hub_D_Kolkata,ExpressLine,214.2,1271.22,2024-06-04,2024-06-09,5,1,Saturday,June
ORD105867,2024-08-18,Hub_D_Kolkata,ExpressLine,105.0,1319.94,2024-08-21,2024-08-21,0,0,Sunday,August
ORD105868,2024-02-27,Hub_B_Bangalore,ExpressLine,77.0,1208.08,2024-03-01,2024-03-01,0,0,Tuesday,February
ORD105869,2024-07-17,Hub_A_Mumbai,ExpressLine,72.9,154.5,2024-07-20,2024-07-20,0,0,Wednesday,July
ORD105870,2024-12-29,Hub_B_Bangalore,SpeedX,126.4,306.41,2025-01-01,2025-01-01,0,0,Sunday,December
ORD105871,2024-07-06,Hub_A_Mumbai,SwiftGo,172.0,875.13,2024-07-09,2024-07-09,0,0,Saturday,July
ORD105872,2024-03-05,Hub_B_Bangalore,QuickDrop,367.6,395.75,2024-03-08,2024-03-10,2,1,Tuesday,March
ORD105873,2024-11-30,Hub_B_Bangalore,SpeedX,261.2,683.91,2024-12-03,2024-12-02,-1,0,Saturday,November
ORD105874,2024-05-08,Hub_A_Mumbai,ExpressLine,261.4,485.71,2024-05-11,2024-05-11,0,0,Wednesday,May
ORD105875,2024-04-04,Hub_D_Kolkata,QuickDrop,506.9,692.88,2024-04-08,2024-04-10,2,1,Thursday,April
ORD105876,2024-08-26,Hub_B_Bangalore,ExpressLine,346.1,385.59,2024-08-29,2024-08-28,-1,0,Monday,August
ORD105877,2024-11-19,Hub_C_Delhi,SpeedX,194.2,297.69,2024-11-22,2024-11-24,2,1,Tuesday,November
ORD105878,2024-04-27,Hub_B_Bangalore,QuickDrop,138.4,768.34,2024-04-30,2024-04-30,0,0,Saturday,April
ORD105879,2024-01-25,Hub_E_Chennai,SwiftGo,398.0,1069.12,2024-01-28,2024-01-28,0,0,Thursday,January
ORD105880,2024-01-15,Hub_A_Mumbai,ExpressLine,81.2,853.06,2024-01-18,2024-01-18,0,0,Monday,January
ORD105881,2024-07-12,Hub_E_Chennai,ExpressLine,121.4,67.34,2024-07-15,2024-07-15,0,0,Friday,July
ORD105882,2024-08-17,Hub_A_Mumbai,SpeedX,260.1,783.3,2024-08-20,2024-08-22,2,1,Saturday,August
ORD105883,2024-06-17,Hub_D_Kolkata,QuickDrop,167.1,579.37,2024-06-20,2024-06-20,0,0,Monday,June
ORD105884,2024-07-01,Hub_C_Delhi,SwiftGo,313.7,261.03,2024-07-04,2024-07-04,0,0,Monday,July
ORD105885,2024-07-24,Hub_B_Bangalore,ExpressLine,359.1,673.26,2024-07-27,2024-07-26,-1,0,Wednesday,July
ORD105886,2024-08-12,Hub_E_Chennai,ExpressLine,193.8,1215.56,2024-08-15,2024-08-15,0,0,Monday,August
ORD105887,2024-06-25,Hub_C_Delhi,SpeedX,68.5,1386.47,2024-06-28,2024-06-28,0,0,Tuesday,June
ORD105888,2024-12-30,Hub_C_Delhi,QuickDrop,137.6,959.1,2025-01-02,2025-01-02,0,0,Monday,December
ORD105889,2024-08-08,Hub_B_Bangalore,ExpressLine,76.4,769.43,2024-08-11,2024-08-11,0,0,Thursday,August
ORD105890,2024-04-23,Hub_E_Chennai,SpeedX,230.5,481.03,2024-04-26,2024-04-26,0,0,Tuesday,April
ORD105891,2024-08-17,Hub_B_Bangalore,SwiftGo,257.4,649.93,2024-08-20,2024-08-19,-1,0,Saturday,August
ORD105892,2024-12-01,Hub_B_Bangalore,SwiftGo,214.4,403.49,2024-12-04,2024-12-04,0,0,Sunday,December
ORD105893,2024-12-19,Hub_B_Bangalore,SwiftGo,200.0,215.38,2024-12-22,2024-12-24,2,1,Thursday,December
ORD105894,2024-06-21,Hub_E_Chennai,SwiftGo,192.8,1001.52,2024-06-24,2024-06-23,-1,0,Friday,June
ORD105895,2024-10-16,Hub_C_Delhi,SpeedX,230.1,506.12,2024-10-19,2024-10-19,0,0,Wednesday,October
ORD105896,2024-10-06,Hub_C_Delhi,SwiftGo,237.9,1548.49,2024-10-09,2024-10-11,2,1,Sunday,October
ORD105897,2024-12-15,Hub_C_Delhi,ExpressLine,276.8,1355.0,2024-12-18,2024-12-17,-1,0,Sunday,December
ORD105898,2024-12-05,Hub_C_Delhi,QuickDrop,128.9,963.67,2024-12-08,2024-12-07,-1,0,Thursday,December
ORD105899,2024-10-19,Hub_E_Chennai,ExpressLine,148.8,309.36,2024-10-22,2024-10-22,0,0,Saturday,October
ORD105900,2024-08-31,Hub_D_Kolkata,QuickDrop,169.2,1962.09,2024-09-03,2024-09-05,2,1,Saturday,August
ORD105901,2024-09-07,Hub_D_Kolkata,SpeedX,42.6,124.99,2024-09-10,2024-09-10,0,0,Saturday,September
ORD105902,2024-01-03,Hub_E_Chennai,SwiftGo,135.2,158.21,2024-01-06,2024-01-06,0,0,Wednesday,January
ORD105903,2024-03-13,Hub_A_Mumbai,SwiftGo,261.6,1183.92,2024-03-16,2024-03-17,1,1,Wednesday,March
ORD105904,2024-07-13,Hub_A_Mumbai,SpeedX,87.3,1124.6,2024-07-16,2024-07-16,0,0,Saturday,July
ORD105905,2024-02-01,Hub_B_Bangalore,QuickDrop,175.3,579.52,2024-02-04,2024-02-04,0,0,Thursday,February
ORD105906,2024-09-05,Hub_D_Kolkata,SpeedX,205.8,1841.37,2024-09-08,2024-09-08,0,0,Thursday,September
ORD105907,2024-02-23,Hub_D_Kolkata,QuickDrop,279.5,654.24,2024-02-26,2024-03-01,4,1,Friday,February
ORD105908,2024-03-27,Hub_E_Chennai,SwiftGo,199.9,96.46,2024-03-30,2024-03-31,1,1,Wednesday,March
ORD105909,2024-10-21,Hub_C_Delhi,ExpressLine,13.3,46.67,2024-10-24,2024-10-23,-1,0,Monday,October
ORD105910,2024-05-02,Hub_A_Mumbai,SwiftGo,118.7,513.83,2024-05-05,2024-05-06,1,1,Thursday,May
ORD105911,2024-02-12,Hub_B_Bangalore,SwiftGo,570.7,164.77,2024-02-16,2024-02-20,4,1,Monday,February
ORD105912,2024-04-18,Hub_B_Bangalore,SwiftGo,88.9,1023.38,2024-04-21,2024-04-22,1,1,Thursday,April
ORD105913,2024-03-21,Hub_D_Kolkata,SpeedX,25.8,1234.32,2024-03-24,2024-03-24,0,0,Thursday,March
ORD105914,2024-06-28,Hub_C_Delhi,QuickDrop,207.1,985.25,2024-07-01,2024-07-03,2,1,Friday,June
ORD105915,2024-08-06,Hub_D_Kolkata,QuickDrop,419.6,197.0,2024-08-10,2024-08-15,5,1,Tuesday,August
ORD105916,2024-01-19,Hub_D_Kolkata,SpeedX,128.3,893.02,2024-01-22,2024-01-24,2,1,Friday,January
ORD105917,2024-12-21,Hub_C_Delhi,SwiftGo,45.9,621.38,2024-12-24,2024-12-26,2,1,Saturday,December
ORD105918,2024-05-29,Hub_C_Delhi,ExpressLine,122.1,790.63,2024-06-01,2024-06-01,0,0,Wednesday,May
ORD105919,2024-07-29,Hub_C_Delhi,SpeedX,138.9,433.77,2024-08-01,2024-08-01,0,0,Monday,July
ORD105920,2024-10-29,Hub_E_Chennai,SwiftGo,371.9,629.01,2024-11-01,2024-11-01,0,0,Tuesday,October
ORD105921,2024-12-05,Hub_E_Chennai,QuickDrop,585.1,517.75,2024-12-09,2024-12-11,2,1,Thursday,December
ORD105922,2024-05-30,Hub_D_Kolkata,ExpressLine,101.9,883.62,2024-06-02,2024-06-02,0,0,Thursday,May
ORD105923,2024-01-03,Hub_A_Mumbai,QuickDrop,222.0,2971.05,2024-01-06,2024-01-07,1,1,Wednesday,January
ORD105924,2024-10-09,Hub_B_Bangalore,ExpressLine,204.0,814.77,2024-10-12,2024-10-12,0,0,Wednesday,October
ORD105925,2024-12-29,Hub_E_Chennai,SwiftGo,153.6,1502.12,2025-01-01,2025-01-01,0,0,Sunday,December
ORD105926,2024-01-19,Hub_A_Mumbai,QuickDrop,365.0,2817.59,2024-01-22,2024-01-22,0,0,Friday,January
ORD105927,2024-03-25,Hub_C_Delhi,ExpressLine,139.7,152.68,2024-03-28,2024-03-28,0,0,Monday,March
ORD105928,2024-01-23,Hub_D_Kolkata,SwiftGo,66.5,838.66,2024-01-26,2024-01-25,-1,0,Tuesday,January
ORD105929,2024-12-27,Hub_A_Mumbai,QuickDrop,92.4,712.14,2024-12-30,2024-12-29,-1,0,Friday,December
ORD105930,2024-08-29,Hub_E_Chennai,SpeedX,181.6,1250.92,2024-09-01,2024-09-02,1,1,Thursday,August
ORD105931,2024-09-25,Hub_A_Mumbai,ExpressLine,152.5,174.48,2024-09-28,2024-10-01,3,1,Wednesday,September
ORD105932,2024-06-09,Hub_A_Mumbai,SwiftGo,36.3,1111.51,2024-06-12,2024-06-12,0,0,Sunday,June
ORD105933,2024-07-13,Hub_E_Chennai,SwiftGo,134.8,736.86,2024-07-16,2024-07-16,0,0,Saturday,July
ORD105934,2024-02-22,Hub_C_Delhi,ExpressLine,421.2,976.65,2024-02-26,2024-02-26,0,0,Thursday,February
ORD105935,2024-03-01,Hub_E_Chennai,SpeedX,75.0,797.03,2024-03-04,2024-03-04,0,0,Friday,March
ORD105936,2024-07-29,Hub_A_Mumbai,ExpressLine,441.1,253.9,2024-08-02,2024-08-02,0,0,Monday,July
ORD105937,2024-01-27,Hub_B_Bangalore,ExpressLine,162.6,230.29,2024-01-30,2024-01-30,0,0,Saturday,January
ORD105938,2024-09-20,Hub_E_Chennai,SpeedX,94.6,1438.96,2024-09-23,2024-09-22,-1,0,Friday,September
ORD105939,2024-08-17,Hub_E_Chennai,SpeedX,41.1,259.33,2024-08-20,2024-08-20,0,0,Saturday,August
ORD105940,2024-12-20,Hub_B_Bangalore,QuickDrop,297.3,605.91,2024-12-23,2024-12-23,0,0,Friday,December
ORD105941,2024-11-26,Hub_C_Delhi,QuickDrop,191.0,266.77,2024-11-29,2024-11-29,0,0,Tuesday,November
ORD105942,2024-08-27,Hub_C_Delhi,ExpressLine,185.0,847.26,2024-08-30,2024-08-31,1,1,Tuesday,August
ORD105943,2024-03-03,Hub_D_Kolkata,SwiftGo,91.8,669.13,2024-03-06,2024-03-08,2,1,Sunday,March
ORD105944,2024-07-18,Hub_D_Kolkata,ExpressLine,24.8,257.25,2024-07-21,2024-07-21,0,0,Thursday,July
ORD105945,2024-02-27,Hub_E_Chennai,SwiftGo,341.9,2167.29,2024-03-01,2024-03-02,1,1,Tuesday,February
ORD105946,2024-08-07,Hub_A_Mumbai,ExpressLine,335.2,604.1,2024-08-10,2024-08-09,-1,0,Wednesday,August
ORD105947,2024-04-10,Hub_B_Bangalore,ExpressLine,336.3,503.7,2024-04-13,2024-04-16,3,1,Wednesday,April
ORD105948,2024-02-06,Hub_B_Bangalore,SpeedX,61.2,1057.84,2024-02-09,2024-02-09,0,0,Tuesday,February
ORD105949,2024-04-12,Hub_C_Delhi,SpeedX,96.3,1054.76,2024-04-15,2024-04-15,0,0,Friday,April
ORD105950,2024-09-07,Hub_A_Mumbai,SpeedX,41.8,1890.48,2024-09-10,2024-09-13,3,1,Saturday,September
ORD105951,2024-12-03,Hub_E_Chennai,SpeedX,400.0,919.68,2024-12-06,2024-12-06,0,0,Tuesday,December
ORD105952,2024-01-02,Hub_D_Kolkata,SwiftGo,74.2,3704.99,2024-01-05,2024-01-08,3,1,Tuesday,January
ORD105953,2024-06-15,Hub_B_Bangalore,ExpressLine,373.7,222.5,2024-06-18,2024-06-17,-1,0,Saturday,June
ORD105954,2024-10-09,Hub_A_Mumbai,QuickDrop,123.5,1686.87,2024-10-12,2024-10-11,-1,0,Wednesday,October
ORD105955,2024-11-13,Hub_D_Kolkata,ExpressLine,165.7,975.48,2024-11-16,2024-11-16,0,0,Wednesday,November
ORD105956,2024-08-23,Hub_D_Kolkata,ExpressLine,89.1,1003.94,2024-08-26,2024-08-26,0,0,Friday,August
